idx,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account/bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,sex,other_debtors/guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
695,0,24,existing_credits_paid_back_duly_till_now,radio/television,2284,1,3,4,male_single,male,none,2,car_or_other,28,none,own,1,2,1,1,1,1
696,0,6,existing_credits_paid_back_duly_till_now,car_(used),1236,3,2,2,male_single,male,none,4,building_society_savings_agreement/life_insurance,50,none,rent,1,2,1,0,1,1
697,2,12,existing_credits_paid_back_duly_till_now,radio/television,1103,1,3,4,male_single,male,guarantor,3,real_estate,29,none,own,2,2,1,0,0,1
698,0,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),926,1,0,1,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,38,none,own,1,0,1,0,1,1
699,0,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,1800,1,2,4,male_single,male,none,2,car_or_other,24,none,own,2,2,1,0,1,1
700,3,15,existing_credits_paid_back_duly_till_now,education,1905,1,4,4,male_single,male,none,4,car_or_other,40,none,rent,1,3,1,1,1,1
701,0,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1123,3,2,4,female_divorced/separated/married,female,none,4,car_or_other,29,none,rent,1,1,1,0,1,0
702,1,48,critical_account/other_credits_existing_not_at_this_bank,car_(used),6331,1,4,4,male_single,male,none,4,unknown/no_property,46,none,for free,2,2,1,1,1,0
703,3,24,existing_credits_paid_back_duly_till_now,radio/television,1377,2,4,4,female_divorced/separated/married,female,none,2,unknown/no_property,47,none,for free,1,2,1,1,1,1
704,2,30,delay_in_paying_off_in_the_past,business,2503,2,4,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,41,stores,own,2,2,1,0,1,1
705,2,27,existing_credits_paid_back_duly_till_now,business,2528,1,1,4,female_divorced/separated/married,female,none,1,building_society_savings_agreement/life_insurance,32,none,own,1,2,2,1,1,1
706,0,15,existing_credits_paid_back_duly_till_now,car_(new),5324,3,4,1,female_divorced/separated/married,female,none,4,unknown/no_property,35,none,for free,1,2,1,0,1,1
707,2,48,existing_credits_paid_back_duly_till_now,car_(new),6560,2,3,3,male_single,male,none,2,building_society_savings_agreement/life_insurance,24,none,own,1,2,1,0,1,0
708,2,12,no_credits_taken/all_credits_paid_back_duly,furniture/equipment,2969,1,1,4,female_divorced/separated/married,female,none,3,building_society_savings_agreement/life_insurance,25,none,rent,2,2,1,0,1,0
709,2,9,existing_credits_paid_back_duly_till_now,radio/television,1206,1,4,4,female_divorced/separated/married,female,none,4,real_estate,25,none,own,1,2,1,0,1,1
710,2,9,existing_credits_paid_back_duly_till_now,radio/television,2118,1,2,2,male_single,male,none,2,real_estate,37,none,own,1,1,2,0,1,1
711,0,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,629,3,4,4,male_single,male,none,3,building_society_savings_agreement/life_insurance,32,bank,own,2,3,1,1,1,1
712,1,6,all_credits_at_this_bank_paid_back_duly,education,1198,1,4,4,female_divorced/separated/married,female,none,4,unknown/no_property,35,none,for free,1,2,1,0,1,0
713,0,21,existing_credits_paid_back_duly_till_now,car_(used),2476,0,4,4,male_single,male,none,4,real_estate,46,none,own,1,3,1,1,1,1
714,1,9,critical_account/other_credits_existing_not_at_this_bank,radio/television,1138,1,2,4,male_single,male,none,4,real_estate,25,none,own,2,1,1,0,1,1
715,2,60,existing_credits_paid_back_duly_till_now,car_(new),14027,1,3,4,male_single,male,none,2,unknown/no_property,27,none,own,1,3,1,1,1,0
716,0,30,critical_account/other_credits_existing_not_at_this_bank,car_(used),7596,0,4,1,male_single,male,none,4,car_or_other,63,none,own,2,2,1,0,1,1
717,0,30,critical_account/other_credits_existing_not_at_this_bank,radio/television,3077,0,4,3,male_single,male,none,2,car_or_other,40,none,own,2,2,2,1,1,1
718,0,18,existing_credits_paid_back_duly_till_now,radio/television,1505,1,2,4,male_single,male,none,2,unknown/no_property,32,none,for free,1,3,1,1,1,1
719,3,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,3148,0,2,3,male_single,male,none,2,car_or_other,31,none,own,2,2,1,1,1,1
720,2,20,no_credits_taken/all_credits_paid_back_duly,car_(used),6148,2,4,3,male_married/widowed,male,none,4,car_or_other,31,bank,own,2,2,1,1,1,1
721,3,9,no_credits_taken/all_credits_paid_back_duly,radio/television,1337,1,1,4,male_single,male,none,2,car_or_other,34,none,own,2,3,1,1,1,0
722,2,6,all_credits_at_this_bank_paid_back_duly,education,433,4,1,4,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,24,bank,rent,1,2,2,0,1,0
723,1,12,existing_credits_paid_back_duly_till_now,car_(new),1228,1,2,4,female_divorced/separated/married,female,none,2,real_estate,24,none,own,1,1,1,0,1,0
724,2,9,existing_credits_paid_back_duly_till_now,radio/television,790,3,2,4,female_divorced/separated/married,female,none,3,real_estate,66,none,own,1,1,1,0,1,1
725,0,27,existing_credits_paid_back_duly_till_now,car_(new),2570,1,2,3,female_divorced/separated/married,female,none,3,real_estate,21,none,rent,1,2,1,0,1,0
726,0,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),250,4,2,2,female_divorced/separated/married,female,none,2,real_estate,41,bank,own,2,1,1,0,1,1
727,0,15,critical_account/other_credits_existing_not_at_this_bank,radio/television,1316,3,2,2,male_married/widowed,male,none,2,building_society_savings_agreement/life_insurance,47,none,own,2,1,1,0,1,1
728,1,18,existing_credits_paid_back_duly_till_now,radio/television,1882,1,2,4,female_divorced/separated/married,female,none,4,car_or_other,25,bank,rent,2,2,1,0,1,0
729,2,48,all_credits_at_this_bank_paid_back_duly,business,6416,1,4,4,female_divorced/separated/married,female,none,3,unknown/no_property,59,none,rent,1,2,1,0,1,0
730,3,24,critical_account/other_credits_existing_not_at_this_bank,business,1275,4,2,2,male_divorced/separated,male,none,4,real_estate,36,none,own,2,2,1,1,1,1
731,2,24,delay_in_paying_off_in_the_past,radio/television,6403,1,1,1,male_single,male,none,2,car_or_other,33,none,own,1,2,1,0,1,1
732,1,24,existing_credits_paid_back_duly_till_now,radio/television,1987,1,2,2,male_single,male,none,4,real_estate,21,none,rent,1,1,2,0,1,0
733,2,8,existing_credits_paid_back_duly_till_now,radio/television,760,1,3,4,female_divorced/separated/married,female,guarantor,2,real_estate,44,none,own,1,1,1,0,1,1
734,0,24,existing_credits_paid_back_duly_till_now,car_(used),2603,4,2,2,female_divorced/separated/married,female,none,4,car_or_other,28,none,rent,1,2,1,1,1,1
735,0,4,critical_account/other_credits_existing_not_at_this_bank,car_(new),3380,1,3,1,female_divorced/separated/married,female,none,1,real_estate,37,none,own,1,2,2,0,1,1
736,2,36,all_credits_at_this_bank_paid_back_duly,domestic_appliances,3990,0,1,3,female_divorced/separated/married,female,none,2,unknown/no_property,29,bank,own,1,0,1,0,1,1
737,2,24,existing_credits_paid_back_duly_till_now,car_(used),11560,1,2,1,female_divorced/separated/married,female,none,4,car_or_other,23,none,rent,2,3,1,0,1,0
738,1,18,existing_credits_paid_back_duly_till_now,car_(new),4380,2,2,3,male_single,male,none,4,car_or_other,35,none,own,1,1,2,1,1,1
739,0,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),6761,1,3,1,male_single,male,none,3,unknown/no_property,45,none,own,2,3,2,1,1,1
740,2,30,no_credits_taken/all_credits_paid_back_duly,business,4280,2,2,4,female_divorced/separated/married,female,none,4,car_or_other,26,none,rent,2,1,1,0,1,0
741,1,24,all_credits_at_this_bank_paid_back_duly,car_(new),2325,2,3,2,male_single,male,none,3,car_or_other,32,bank,own,1,2,1,0,1,1
742,2,10,all_credits_at_this_bank_paid_back_duly,radio/television,1048,1,2,4,male_single,male,none,4,real_estate,23,stores,own,1,1,1,0,1,1
743,0,21,existing_credits_paid_back_duly_till_now,radio/television,3160,0,4,4,male_single,male,none,3,building_society_savings_agreement/life_insurance,41,none,own,1,2,1,1,1,1
744,1,24,all_credits_at_this_bank_paid_back_duly,furniture/equipment,2483,3,2,4,male_single,male,none,4,real_estate,22,stores,own,1,2,1,1,1,1
745,1,39,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,14179,0,3,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,30,none,own,2,3,1,1,1,1
746,1,13,critical_account/other_credits_existing_not_at_this_bank,business,1797,1,1,3,male_single,male,none,1,building_society_savings_agreement/life_insurance,28,bank,own,2,1,1,0,1,1
747,1,15,existing_credits_paid_back_duly_till_now,car_(new),2511,1,0,1,female_divorced/separated/married,female,none,4,car_or_other,23,none,rent,1,2,1,0,1,1
748,1,12,existing_credits_paid_back_duly_till_now,car_(new),1274,1,1,3,female_divorced/separated/married,female,none,1,real_estate,37,none,own,1,1,1,0,1,0
749,0,21,existing_credits_paid_back_duly_till_now,car_(used),5248,0,2,1,male_single,male,none,3,car_or_other,26,none,own,1,2,1,0,1,1
750,0,15,existing_credits_paid_back_duly_till_now,car_(used),3029,1,3,2,male_single,male,none,2,car_or_other,33,none,own,1,2,1,0,1,1
751,1,6,existing_credits_paid_back_duly_till_now,furniture/equipment,428,1,4,2,female_divorced/separated/married,female,none,1,building_society_savings_agreement/life_insurance,49,bank,own,1,2,1,1,1,1
752,1,18,existing_credits_paid_back_duly_till_now,car_(new),976,1,1,1,female_divorced/separated/married,female,none,2,car_or_other,23,none,own,1,1,1,0,1,0
753,2,12,existing_credits_paid_back_duly_till_now,business,841,2,3,2,female_divorced/separated/married,female,none,4,real_estate,23,none,rent,1,1,1,0,1,1
754,0,30,critical_account/other_credits_existing_not_at_this_bank,radio/television,5771,1,3,4,female_divorced/separated/married,female,none,2,car_or_other,25,none,own,2,2,1,0,1,1
755,0,12,delay_in_paying_off_in_the_past,repairs,1555,4,4,4,male_single,male,none,4,unknown/no_property,55,none,for free,2,2,2,0,1,0
756,1,24,existing_credits_paid_back_duly_till_now,car_(new),1285,0,3,4,female_divorced/separated/married,female,none,4,unknown/no_property,32,none,rent,1,2,1,0,1,0
757,3,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),1299,1,2,1,male_single,male,none,1,real_estate,74,none,own,3,0,2,0,0,1
758,3,15,critical_account/other_credits_existing_not_at_this_bank,radio/television,1271,0,2,3,male_single,male,none,4,unknown/no_property,39,none,for free,2,2,1,1,1,0
759,0,24,existing_credits_paid_back_duly_till_now,car_(new),1393,1,2,2,male_single,male,guarantor,2,real_estate,31,none,own,1,2,1,1,1,1
760,1,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),691,1,4,4,male_single,male,none,3,building_society_savings_agreement/life_insurance,35,none,own,2,2,1,0,1,0
761,0,15,critical_account/other_credits_existing_not_at_this_bank,car_(new),5045,0,4,1,female_divorced/separated/married,female,none,4,car_or_other,59,none,own,1,2,1,1,1,1
762,1,18,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,2124,1,2,4,female_divorced/separated/married,female,none,4,real_estate,24,none,rent,2,2,1,0,1,0
763,1,12,existing_credits_paid_back_duly_till_now,radio/television,2214,1,2,4,male_single,male,none,3,building_society_savings_agreement/life_insurance,24,none,own,1,1,1,0,1,1
764,0,21,critical_account/other_credits_existing_not_at_this_bank,car_(new),12680,0,4,4,male_single,male,none,4,unknown/no_property,30,none,for free,1,3,1,1,1,0
765,0,24,critical_account/other_credits_existing_not_at_this_bank,car_(new),2463,2,3,4,male_married/widowed,male,none,3,building_society_savings_agreement/life_insurance,27,none,own,2,2,1,1,1,1
766,2,12,existing_credits_paid_back_duly_till_now,radio/television,1155,1,4,3,male_married/widowed,male,guarantor,3,real_estate,40,bank,own,2,1,1,0,1,1
767,1,30,existing_credits_paid_back_duly_till_now,furniture/equipment,3108,1,1,2,male_divorced/separated,male,none,4,building_society_savings_agreement/life_insurance,31,none,own,1,1,1,0,1,0
768,0,10,existing_credits_paid_back_duly_till_now,car_(used),2901,0,1,1,female_divorced/separated/married,female,none,4,real_estate,31,none,rent,1,2,1,0,1,1
769,2,12,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,3617,1,4,1,male_single,male,none,4,car_or_other,28,none,rent,3,2,1,1,1,1
770,0,12,critical_account/other_credits_existing_not_at_this_bank,radio/television,1655,1,4,2,male_single,male,none,4,real_estate,63,none,own,2,1,1,1,1,1
771,1,24,existing_credits_paid_back_duly_till_now,car_(used),2812,0,4,2,female_divorced/separated/married,female,none,4,real_estate,26,none,rent,1,2,1,0,1,1
772,1,36,critical_account/other_credits_existing_not_at_this_bank,education,8065,1,2,3,female_divorced/separated/married,female,none,2,unknown/no_property,25,none,own,2,3,1,1,1,0
773,0,21,critical_account/other_credits_existing_not_at_this_bank,car_(used),3275,1,4,1,male_single,male,none,4,car_or_other,36,none,own,1,3,1,1,1,1
774,0,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,2223,2,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,52,bank,own,2,2,1,0,1,1
775,3,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),1480,3,0,2,male_single,male,none,4,unknown/no_property,66,bank,for free,3,0,1,0,1,1
776,1,24,existing_credits_paid_back_duly_till_now,car_(new),1371,0,2,4,female_divorced/separated/married,female,none,4,real_estate,25,none,rent,1,2,1,0,1,0
777,0,36,critical_account/other_credits_existing_not_at_this_bank,car_(new),3535,1,3,4,male_single,male,none,4,car_or_other,37,none,own,2,2,1,1,1,1
778,1,18,existing_credits_paid_back_duly_till_now,radio/television,3509,1,3,4,female_divorced/separated/married,female,guarantor,1,real_estate,25,none,own,1,2,1,0,1,1
779,0,36,critical_account/other_credits_existing_not_at_this_bank,car_(used),5711,4,4,4,male_single,male,none,2,car_or_other,38,none,own,2,3,1,1,1,1
780,2,18,existing_credits_paid_back_duly_till_now,repairs,3872,1,0,2,female_divorced/separated/married,female,none,4,car_or_other,67,none,own,1,2,1,1,1,1
781,2,39,critical_account/other_credits_existing_not_at_this_bank,radio/television,4933,1,3,2,male_single,male,guarantor,2,real_estate,25,none,own,2,2,1,0,1,0
782,0,24,critical_account/other_credits_existing_not_at_this_bank,car_(new),1940,4,4,4,male_single,male,none,4,real_estate,60,none,own,1,2,1,1,1,1
783,2,12,no_credits_taken/all_credits_paid_back_duly,retraining,1410,1,2,2,male_single,male,none,2,real_estate,31,none,own,1,1,1,1,1,1
784,2,12,existing_credits_paid_back_duly_till_now,car_(new),836,2,1,4,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,23,bank,own,1,1,1,0,1,0
785,2,20,existing_credits_paid_back_duly_till_now,car_(used),6468,0,0,1,male_divorced/separated,male,none,4,real_estate,60,none,own,1,3,1,1,1,1
786,2,18,existing_credits_paid_back_duly_till_now,business,1941,4,2,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,35,none,own,1,1,1,1,1,1
787,0,22,existing_credits_paid_back_duly_till_now,radio/television,2675,3,4,3,male_single,male,none,4,car_or_other,40,none,own,1,2,1,0,1,1
788,0,48,critical_account/other_credits_existing_not_at_this_bank,car_(used),2751,0,4,4,male_single,male,none,3,car_or_other,38,none,own,2,2,2,1,1,1
789,2,48,delay_in_paying_off_in_the_past,education,6224,1,4,4,male_single,male,none,4,unknown/no_property,50,none,for free,1,2,1,0,1,0
790,1,40,critical_account/other_credits_existing_not_at_this_bank,education,5998,1,2,4,male_single,male,none,3,unknown/no_property,27,bank,own,1,2,1,1,1,0
791,2,21,existing_credits_paid_back_duly_till_now,business,1188,1,4,2,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,39,none,own,1,2,2,0,1,0
792,0,24,existing_credits_paid_back_duly_till_now,car_(used),6313,0,4,3,male_single,male,none,4,car_or_other,41,none,own,1,3,2,1,1,1
793,0,6,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1221,0,2,1,male_married/widowed,male,none,2,building_society_savings_agreement/life_insurance,27,none,own,2,2,1,0,1,1
794,3,24,existing_credits_paid_back_duly_till_now,furniture/equipment,2892,1,4,3,male_divorced/separated,male,none,4,unknown/no_property,51,none,for free,1,2,1,0,1,1
795,0,24,existing_credits_paid_back_duly_till_now,furniture/equipment,3062,3,4,4,male_single,male,none,3,unknown/no_property,32,none,rent,1,2,1,1,1,1
796,0,9,existing_credits_paid_back_duly_till_now,furniture/equipment,2301,2,1,2,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,22,none,rent,1,2,1,0,1,1
797,1,18,existing_credits_paid_back_duly_till_now,car_(used),7511,0,4,1,male_single,male,none,4,building_society_savings_agreement/life_insurance,51,none,for free,1,2,2,1,1,0
798,0,12,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1258,1,1,2,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,22,none,rent,2,1,1,0,1,1
799,0,24,delay_in_paying_off_in_the_past,car_(new),717,0,4,4,male_married/widowed,male,none,4,car_or_other,54,none,own,2,2,1,1,1,1
800,2,9,existing_credits_paid_back_duly_till_now,car_(new),1549,0,1,4,male_single,male,none,2,real_estate,35,none,own,1,0,1,0,1,1
801,0,24,critical_account/other_credits_existing_not_at_this_bank,education,1597,1,4,4,male_single,male,none,4,unknown/no_property,54,none,for free,2,2,2,0,1,1
802,2,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,1795,1,4,3,female_divorced/separated/married,female,guarantor,4,real_estate,48,bank,rent,2,1,1,1,1,1
803,1,20,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,4272,1,4,1,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,24,none,own,2,2,1,0,1,1
804,0,12,critical_account/other_credits_existing_not_at_this_bank,radio/television,976,0,4,4,male_single,male,none,4,car_or_other,35,none,own,2,2,1,0,1,1
805,2,12,existing_credits_paid_back_duly_till_now,car_(new),7472,0,0,1,female_divorced/separated/married,female,none,2,real_estate,24,none,rent,1,0,1,0,1,1
806,1,36,existing_credits_paid_back_duly_till_now,car_(new),9271,1,3,2,male_single,male,none,1,car_or_other,24,none,own,1,2,1,1,1,0
807,2,6,existing_credits_paid_back_duly_till_now,radio/television,590,1,1,3,male_married/widowed,male,none,3,real_estate,26,none,own,1,1,1,0,0,1
808,0,12,critical_account/other_credits_existing_not_at_this_bank,radio/television,930,0,4,4,male_single,male,none,4,real_estate,65,none,own,4,2,1,0,1,1
809,2,42,all_credits_at_this_bank_paid_back_duly,car_(used),9283,1,0,1,male_single,male,none,2,unknown/no_property,55,bank,for free,1,3,1,1,1,1
810,2,15,no_credits_taken/all_credits_paid_back_duly,car_(new),1778,1,1,2,female_divorced/separated/married,female,none,1,real_estate,26,none,rent,2,0,1,0,1,0
811,2,8,existing_credits_paid_back_duly_till_now,business,907,1,1,3,male_married/widowed,male,none,2,real_estate,26,none,own,1,2,1,1,1,1
812,2,6,existing_credits_paid_back_duly_till_now,radio/television,484,1,3,3,male_married/widowed,male,guarantor,3,real_estate,28,bank,own,1,1,1,0,1,1
813,1,36,critical_account/other_credits_existing_not_at_this_bank,car_(used),9629,1,3,4,male_single,male,none,4,car_or_other,24,none,own,2,2,1,1,1,0
814,1,48,existing_credits_paid_back_duly_till_now,domestic_appliances,3051,1,2,3,male_single,male,none,4,car_or_other,54,none,own,1,2,1,0,1,0
815,1,48,existing_credits_paid_back_duly_till_now,car_(new),3931,1,3,4,male_single,male,none,4,unknown/no_property,46,none,for free,1,2,2,0,1,0
816,2,36,delay_in_paying_off_in_the_past,car_(new),7432,1,2,2,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,54,none,rent,1,2,1,0,1,1
817,0,6,existing_credits_paid_back_duly_till_now,domestic_appliances,1338,3,2,1,male_divorced/separated,male,none,4,real_estate,62,none,own,1,2,1,0,1,1
818,0,6,critical_account/other_credits_existing_not_at_this_bank,radio/television,1554,1,3,1,female_divorced/separated/married,female,none,2,car_or_other,24,none,rent,2,2,1,1,1,1
819,1,36,existing_credits_paid_back_duly_till_now,others,15857,1,0,2,male_divorced/separated,male,co-applicant,3,car_or_other,43,none,own,1,3,1,0,1,1
820,1,18,existing_credits_paid_back_duly_till_now,radio/television,1345,1,2,4,male_married/widowed,male,none,3,real_estate,26,bank,own,1,2,1,0,1,0
821,0,12,existing_credits_paid_back_duly_till_now,car_(new),1101,1,2,3,male_married/widowed,male,none,2,real_estate,27,none,own,2,2,1,1,1,1
822,3,12,existing_credits_paid_back_duly_till_now,radio/television,3016,1,2,3,male_married/widowed,male,none,1,car_or_other,24,none,own,1,2,1,0,1,1
823,1,36,existing_credits_paid_back_duly_till_now,furniture/equipment,2712,1,4,2,male_single,male,none,2,building_society_savings_agreement/life_insurance,41,bank,own,1,2,2,0,1,0
824,1,8,critical_account/other_credits_existing_not_at_this_bank,car_(new),731,1,4,4,male_single,male,none,4,real_estate,47,none,own,2,1,1,0,1,1
825,0,18,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,3780,1,1,3,male_divorced/separated,male,none,2,car_or_other,35,none,own,2,3,1,1,1,1
826,1,21,critical_account/other_credits_existing_not_at_this_bank,car_(new),1602,1,4,4,male_married/widowed,male,none,3,car_or_other,30,none,own,2,2,1,1,1,1
827,1,18,critical_account/other_credits_existing_not_at_this_bank,car_(new),3966,1,4,1,female_divorced/separated/married,female,none,4,real_estate,33,bank,rent,3,2,1,1,1,0
828,0,18,no_credits_taken/all_credits_paid_back_duly,business,4165,1,2,2,male_single,male,none,2,car_or_other,36,stores,own,2,2,2,0,1,0
829,1,36,existing_credits_paid_back_duly_till_now,car_(used),8335,0,4,3,male_single,male,none,4,unknown/no_property,47,none,for free,1,2,1,0,1,0
830,2,48,delay_in_paying_off_in_the_past,business,6681,0,2,4,male_single,male,none,4,unknown/no_property,38,none,for free,1,2,2,1,1,1
831,0,24,delay_in_paying_off_in_the_past,business,2375,3,2,4,male_single,male,none,2,car_or_other,44,none,own,2,2,2,1,1,1
832,1,18,existing_credits_paid_back_duly_till_now,car_(new),1216,1,1,4,female_divorced/separated/married,female,none,3,car_or_other,23,none,rent,1,2,1,1,1,0
833,1,45,no_credits_taken/all_credits_paid_back_duly,business,11816,1,4,2,male_single,male,none,4,car_or_other,29,none,rent,2,2,1,0,1,0
834,2,24,existing_credits_paid_back_duly_till_now,radio/television,5084,0,4,2,female_divorced/separated/married,female,none,4,car_or_other,42,none,own,1,2,1,1,1,1
835,3,15,existing_credits_paid_back_duly_till_now,radio/television,2327,1,1,2,female_divorced/separated/married,female,none,3,real_estate,25,none,own,1,1,1,0,1,0
836,1,12,no_credits_taken/all_credits_paid_back_duly,car_(new),1082,1,2,4,male_single,male,none,4,car_or_other,48,bank,own,2,2,1,0,1,0
837,0,12,existing_credits_paid_back_duly_till_now,radio/television,886,0,2,4,female_divorced/separated/married,female,none,2,car_or_other,21,none,own,1,2,1,0,1,1
838,0,4,existing_credits_paid_back_duly_till_now,furniture/equipment,601,1,1,1,female_divorced/separated/married,female,none,3,real_estate,23,none,rent,1,1,2,0,1,1
839,1,24,critical_account/other_credits_existing_not_at_this_bank,car_(used),2957,1,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,63,none,own,2,2,1,1,1,1
840,0,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,2611,1,4,4,male_married/widowed,male,co-applicant,3,real_estate,46,none,own,2,2,1,0,1,1
841,1,36,existing_credits_paid_back_duly_till_now,furniture/equipment,5179,1,3,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,29,none,own,1,2,1,0,1,0
842,0,21,delay_in_paying_off_in_the_past,car_(used),2993,1,2,3,male_single,male,none,2,real_estate,28,stores,own,2,1,1,0,1,1
843,0,18,existing_credits_paid_back_duly_till_now,repairs,1943,1,1,4,female_divorced/separated/married,female,none,4,real_estate,23,none,own,1,2,1,0,1,0
844,0,24,all_credits_at_this_bank_paid_back_duly,business,1559,1,3,4,male_single,male,none,4,car_or_other,50,bank,own,1,2,1,1,1,1
845,0,18,existing_credits_paid_back_duly_till_now,furniture/equipment,3422,1,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,47,bank,own,3,2,2,1,1,1
846,2,21,existing_credits_paid_back_duly_till_now,furniture/equipment,3976,0,3,2,male_single,male,none,3,car_or_other,35,none,own,1,2,1,1,1,1
847,0,18,existing_credits_paid_back_duly_till_now,car_(new),6761,0,2,2,male_single,male,none,4,car_or_other,68,none,rent,2,2,1,0,1,0
848,0,24,existing_credits_paid_back_duly_till_now,car_(new),1249,1,1,4,male_married/widowed,male,none,2,real_estate,28,none,own,1,2,1,0,1,1
849,1,9,existing_credits_paid_back_duly_till_now,radio/television,1364,1,3,3,male_single,male,none,4,real_estate,59,none,own,1,2,1,0,1,1
850,1,12,existing_credits_paid_back_duly_till_now,radio/television,709,1,4,4,male_single,male,none,4,real_estate,57,stores,own,1,1,1,0,1,0
851,1,20,critical_account/other_credits_existing_not_at_this_bank,car_(new),2235,1,2,4,male_married/widowed,male,guarantor,2,building_society_savings_agreement/life_insurance,33,bank,rent,2,2,1,0,0,0
852,0,24,critical_account/other_credits_existing_not_at_this_bank,car_(used),4042,0,3,3,male_single,male,none,4,building_society_savings_agreement/life_insurance,43,none,own,2,2,1,1,1,1
853,0,15,critical_account/other_credits_existing_not_at_this_bank,radio/television,1471,1,2,4,male_single,male,none,4,unknown/no_property,35,none,for free,2,2,1,1,1,1
854,1,18,all_credits_at_this_bank_paid_back_duly,car_(new),1442,1,3,4,male_single,male,none,4,unknown/no_property,32,none,for free,2,1,2,0,1,0
855,0,36,delay_in_paying_off_in_the_past,car_(new),10875,1,4,2,male_single,male,none,2,car_or_other,45,none,own,2,2,2,1,1,1
856,0,24,existing_credits_paid_back_duly_till_now,car_(new),1474,2,1,4,male_married/widowed,male,none,3,real_estate,33,none,own,1,2,1,1,1,1
857,0,10,existing_credits_paid_back_duly_till_now,retraining,894,0,3,4,female_divorced/separated/married,female,none,3,building_society_savings_agreement/life_insurance,40,none,own,1,2,1,1,1,1
858,0,15,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,3343,1,2,4,male_single,male,none,2,unknown/no_property,28,none,for free,1,2,1,1,1,1
859,1,15,existing_credits_paid_back_duly_till_now,car_(new),3959,1,2,3,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,29,none,own,1,2,1,1,1,0
860,0,9,existing_credits_paid_back_duly_till_now,car_(new),3577,2,2,1,male_single,male,guarantor,2,real_estate,26,none,rent,1,2,2,0,0,1
861,0,24,critical_account/other_credits_existing_not_at_this_bank,car_(used),5804,4,2,4,male_single,male,none,2,real_estate,27,none,own,2,2,1,0,1,1
862,0,18,delay_in_paying_off_in_the_past,business,2169,1,2,4,male_married/widowed,male,none,2,car_or_other,28,none,own,1,2,1,1,1,0
863,1,24,existing_credits_paid_back_duly_till_now,radio/television,2439,1,1,4,female_divorced/separated/married,female,none,4,real_estate,35,none,own,1,2,1,1,1,0
864,0,27,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,4526,4,1,4,male_single,male,none,2,real_estate,32,stores,own,2,1,2,1,1,1
865,0,10,existing_credits_paid_back_duly_till_now,furniture/equipment,2210,1,2,2,male_single,male,none,2,real_estate,25,bank,rent,1,1,1,0,1,0
866,0,15,existing_credits_paid_back_duly_till_now,furniture/equipment,2221,3,2,2,female_divorced/separated/married,female,none,4,car_or_other,20,none,rent,1,2,1,0,1,1
867,1,18,existing_credits_paid_back_duly_till_now,radio/television,2389,1,1,4,female_divorced/separated/married,female,none,1,car_or_other,27,stores,own,1,2,1,0,1,1
868,0,12,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,3331,1,4,2,male_single,male,none,4,building_society_savings_agreement/life_insurance,42,stores,own,1,2,1,0,1,1
